gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000183751	TBL3	10607	Ensembl
ENSG00000160959	LRRC14	9684	Ensembl
Q9Y5Y9	SCN10A	6336	TEND
ENSG00000197894	ADH5	128	RussLampel
ENSG00000139974	SLC38A6	145389	Ensembl
ENSG00000167617	CDC42EP5	148170	Ensembl
ENSG00000215409			Ensembl
ABCC7	CFTR	1080	ChemblInteractions
ENSG00000176679	TGIF2LY	90655	Ensembl
ENSG00000238427	RNU7-136P	106479076	Ensembl
SNX6	SNX6	58533	Pharos
ENSG00000237520			Ensembl
ENSG00000272801			Ensembl
P53671	LIMK2	3985	HopkinsGroom
ENSG00000227398	KIF9-AS1	285352	Ensembl
PIK3CA	PIK3CA	5290	CancerCommons
TUSC3	TUSC3	7991	HumanProteinAtlas
Protein kinase C gamma	PRKCG	5582	TTD
ENSG00000225255	PSLNR	106146148	Ensembl
ENSG00000273589			Ensembl
ENSG00000242545			Ensembl
ENSG00000124789	NUP153	9972	RussLampel
ENSG00000260357	DNM1P34	729809	Ensembl
ENSG00000288567			Ensembl
ENSG00000234944			Ensembl
SCPEP1	SCPEP1	59342	dGene
ENSG00000250182	EEF1A1P13	133283	Ensembl
ENSG00000274755			Ensembl
ENSG00000207484			Ensembl
PPM1G	PPM1G	5496	GO
Mitochondrial complex I	NDUFA13	51079	TTD
ENSG00000261580	ENPP7P13	104644205	Ensembl
FUCA2	FUCA2	2519	Pharos
FOLH1	FOLH1	2346	dGene
ENSG00000130032	PRRG3	79057	Ensembl
ENSG00000174943	KCTD13	253980	Ensembl
ENSG00000144357	UBR3	130507	Ensembl
ENSG00000269243			Ensembl
Q16654	PDK4	5166	HopkinsGroom
ENSG00000257510	LINC02402	101927058	Ensembl
AVPR1B	AVPR1B	553	DTC
ENSG00000256674			Ensembl
ENSG00000275793	RIMBP3	85376	Ensembl
ENSG00000257474			Ensembl
P35462	DRD3	1814	HopkinsGroom
ENSG00000196811	CHRNG	1146	Ensembl
BRCA1	BRCA1	672	ClearityFoundationBiomarkers
ENSG00000273746			Ensembl
ENSG00000186910	SERPINA11	256394	HingoraniCasas
ENSG00000034152	MAP2K3	5606	Ensembl
ENSG00000233545	CYCSP33	221180	Ensembl
SULF2	SULF2	55959	GO
MT1H	MT1H	4496	NCI
ENSG00000207011	RNY4P13	100379296	Ensembl
ENSG00000267202			Ensembl
GPR27	GPR27	2850	dGene
ENSG00000182628	SKA2	348235	Ensembl
ENSG00000287061			Ensembl
ENSG00000215571	GRK6P1	2871	Ensembl
ENSG00000223979	SMCR2	105371564	Ensembl
NUP98	NUP98	4928	FoundationOneGenes
ENSG00000283256			Ensembl
F8VWF	VWF	7450	ChemblInteractions
DLX6	DLX6	1750	Pharos
ENSG00000144810	COL8A1	1295	Ensembl
ENSG00000277668			Ensembl
NR1H3	NR1H3	10062	GO
OR4F4	OR4F4	26682	dGene
ENSG00000227247	TRIM60P13	100132195	Ensembl
ENSG00000169710	FASN	2194	Ensembl
ENSG00000211659	IGLV3-25	28793	Ensembl
ENSG00000170782	OR10A4	283297	RussLampel
Hormone sensitive lipase	LIPE	3991	TTD
ENSG00000204710	SPDYC	387778	Ensembl
ENSG00000254438			Ensembl
L-selectin	SELL	6402	TTD
ENSG00000260317			Ensembl
ENSG00000287901			Ensembl
GABRA5	GABRA5	2558	Pharos
ENSG00000176986	SEC24C	9632	Ensembl
Q96AY3	FKBP10	60681	HopkinsGroom
ENSG00000011009	LYPLA2	11313	Ensembl
ENSG00000254339			Ensembl
ENSG00000265889			Ensembl
ENSG00000219770	VN1R11P	387317	Ensembl
DUS2	DUS2	54920	Pharos
MET	MET	4233	dGene
ENSG00000258112	CCNG2P1	100128681	Ensembl
ENSG00000017427	IGF1	3479	HingoraniCasas
ENSG00000121879	PIK3CA	5290	Ensembl
ENSG00000280142			Ensembl
ENSG00000232817			Ensembl
ENSG00000261470			Ensembl
ENSG00000254501			Ensembl
RPS6KA6	RPS6KA6	27330	dGene
ENSG00000204348	DXO	1797	Ensembl
ENSG00000258504			Ensembl
POLH	POLH	5429	DTC
ENSG00000182162	P2RY8	286530	Ensembl
ENSG00000259457			Ensembl
ENSG00000257446	ZNF878	729747	Ensembl
CDK1	CDK1	983	Pharos
ENSG00000255527			Ensembl
ENSG00000072110	ACTN1	87	Ensembl
ENSG00000278924			Ensembl
ENSG00000178935	ZNF552	79818	Ensembl
ENSG00000288043			Ensembl
ENSG00000141570	CBX8	57332	Ensembl
ENSG00000179562	GCC1	79571	Ensembl
ENSG00000271491			Ensembl
ENSG00000170390	DCLK2	166614	Ensembl
PPP2R5E	PPP2R5E	5529	Pharos
ENSG00000227919			Ensembl
ENSG00000238032			Ensembl
ENSG00000242348	RN7SL561P	106481075	Ensembl
UNC119	UNC119	9094	Pharos
OR10A6	OR10A6	390093	GO
ENSG00000154589	LY96	23643	Ensembl
HTR6	HTR6	3362	DTC
ENSG00000249335			Ensembl
ENSG00000257746			Ensembl
IDH1	IDH1	3417	OncoKB
ENSG00000165553	NGB	58157	Ensembl
ENSG00000228601	RPL39P	140719	Ensembl
ENSG00000232408			Ensembl
SLC5A7	SLC5A7	60482	HumanProteinAtlas
ENSG00000282944			Ensembl
ENSG00000100150	DEPDC5	9681	Ensembl
ENSG00000169006	NTSR2	23620	HingoraniCasas
ENSG00000250324	MRPL22P1	359738	Ensembl
ENSG00000277605			Ensembl
UCHL1	UCHL1	7345	dGene
Matrix metalloproteinase-3	MMP3	4314	TTD
ENSG00000183495	EP400	57634	Ensembl
ENSG00000232628			Ensembl
ENSG00000286175			Ensembl
ANKRD11	ANKRD11	29123	Pharos
ENSG00000286242			Ensembl
ENSG00000279730	KMT5AP1	57108	Ensembl
ENSG00000223675			Ensembl
ENSG00000225077	ICMT-DT	148645	Ensembl
ENSG00000132832	LINC01260	79015	Ensembl
ENSG00000249216			Ensembl
ENSG00000227431	CSE1L-DT	102723483	Ensembl
10351	ABCA8	10351	GuideToPharmacology
PHKG2	PHKG2	5261	dGene
ENSG00000121764	HCRTR1	3061	RussLampel
P35218	CA5A	763	HopkinsGroom
ENSG00000234360			Ensembl
ENSG00000236634			Ensembl
TRIB3	TRIB3	57761	PharmGKB
ENSG00000228941	UBE3AP2	7339	Ensembl
ENSG00000197408	CYP2B6	1555	RussLampel
ENSG00000114770	ABCC5	10057	HingoraniCasas
ENSG00000174697	LEP	3952	HingoraniCasas
ENSG00000244490	RWDD4P1	100419903	Ensembl
ENSG00000188906	LRRK2	120892	HingoraniCasas
TNFRSF8	TNFRSF8	943	NCI
ENSG00000234496	MRPS21P1	199900	Ensembl
ENSG00000003402	CFLAR	8837	RussLampel
MMP7	MMP7	4316	dGene
ENSG00000232626			Ensembl
ENSG00000199622	RN7SKP20	106479104	Ensembl
ARHGAP26	ARHGAP26	23092	Pharos
ENSG00000264422			Ensembl
PRKCA	PRKCA	5578	BaderLabGenes
ENSG00000161031	PGLYRP2	114770	Ensembl
ENSG00000224582	LINC01015	100507362	Ensembl
ENSG00000157514	TSC22D3	1831	Ensembl
NR1H2	NR1H2	7376	BaderLabGenes
ENSG00000254713	HNRNPA1P72	106480236	Ensembl
ENSG00000129255	MPDU1	9526	Ensembl
CLDN17	CLDN17	26285	Pharos
ENSG00000169717	ACTRT2	140625	Ensembl
ECT2L	ECT2L	345930	FoundationOneGenes
ENSG00000230100			Ensembl
CXCR4	CXCR4	7852	ChemblInteractions
NFE2L2	NFE2L2	4780	CIViC
ENSG00000114346	ECT2	1894	Ensembl
ICK	CILK1	22858	IDG
ENSG00000200719	RNA5SP260	100873514	Ensembl
ENSG00000259360			Ensembl
ENSG00000122547	EEPD1	80820	RussLampel
ENSG00000076043	REXO2	25996	Ensembl
OR13C3	OR13C3	138803	GO
ENSG00000014123	UFL1	23376	Ensembl
ENSG00000188389	PDCD1	5133	HingoraniCasas
PUS1	PUS1	80324	HumanProteinAtlas
ENSG00000277892	MIR6746	102465446	Ensembl
MKI67	MKI67	4288	FoundationOneGenes
ENSG00000220184	HMGB3P18	644502	Ensembl
NR2C2	NR2C2	7182	GO
ENSG00000270804			Ensembl
ENSG00000251370	SEMA5A-AS1	101929338	Ensembl
ENSG00000125788	DEFB126	81623	Ensembl
ENTPD4	ENTPD4	9583	Pharos
ENSG00000229859	PGA3	643834	HingoraniCasas
ENSG00000259926			Ensembl
ENSG00000176857	GJA1P1	2698	Ensembl
ENSG00000227089			Ensembl
ENSG00000241241	KRTAP4-16	85354	Ensembl
TRBV18	TRBV18	28569	Pharos
ENSG00000275816	MIR6500	102466656	Ensembl
ENSG00000163939	PBRM1	55193	Ensembl
P47898	HTR5A	3361	TdgClinicalTrial
ENSG00000284917	EEF1AKMT4-ECE2	110599583	Ensembl
ENSG00000118292	C1ORF54	79630	Ensembl
CBLB	CBLB	868	Tempus
HNRNPH2	HNRNPH2	3188	PharmGKB
ENSG00000121898	CPXM2	119587	HingoraniCasas
ENSG00000239560	RN7SL479P	106479398	Ensembl
ENSG00000223360			Ensembl
ENSG00000274097			Ensembl
ENSG00000259246	HMGN2P47	106480791	Ensembl
ENSG00000277467	RN7SL628P	106479451	Ensembl
ENSG00000253314	LINC00293	497634	Ensembl
ENSG00000226352	PSPC1-AS2	109729130	Ensembl
P08253	MMP2	4313	HopkinsGroom
CYP20A1	CYP20A1	57404	Pharos
ENSG00000204849	SPATA31A1	647060	Ensembl
ENSG00000244183	PPIAP71	107986014	Ensembl
ENSG00000251266	LINC02429	105377247	Ensembl
ENSG00000111241	FGF6	2251	HingoraniCasas
ENSG00000112304	ACOT13	55856	Ensembl
ENSG00000276234	TADA2A	6871	Ensembl
ENSG00000206228	HNRNPA1P4	389674	Ensembl
MYRF	MYRF	745	GO
ENSG00000254498			Ensembl
ENSG00000241669	LINC01327	104310350	Ensembl
ENSG00000240791	MTND4LP7	107075236	Ensembl
TMC2	TMC2	117532	Pharos
ENSG00000243446	RN7SL284P	106480999	Ensembl
ENSG00000205847	OR7E91P	79315	Ensembl
ENSG00000225449	RAB6C-AS1	100131320	Ensembl
TNS1	TNS1	7145	GO
ENSG00000137101	CD72	971	Ensembl
ENSG00000168010	ATG16L2	89849	Ensembl
ENSG00000243295			Ensembl
10419	PRMT5	10419	GuideToPharmacology
DNPEP	DNPEP	23549	dGene
ENSG00000179632	MAF1	84232	Ensembl
ENSG00000101342	TLDC2	140711	Ensembl
CD33	CD33	945	Pharos
ENSG00000180089	TMEM86B	255043	Ensembl
ENSG00000201609	RNU4-28P	106479570	Ensembl
ENSG00000138615	CILP	8483	Ensembl
ENSG00000225777	DDX39AP1	646164	Ensembl
WDCP	WDCP	80304	CarisMolecularIntelligence
ENSG00000231334			Ensembl
ENSG00000213035	RPL23AP80	390949	Ensembl
ENSG00000238205	MPC1L	347411	Ensembl
Estrogen receptor beta	ESR2	2100	TTD
ENSG00000173065	FAM222B	55731	Ensembl
ENSG00000254680			Ensembl
ENSG00000128510	CPA4	51200	RussLampel
ENSG00000199322	RNA5SP183	100873445	Ensembl
ENSG00000261703	LINC02168	105371252	Ensembl
ENSG00000243313	RN7SL285P	106479326	Ensembl
SALL3	SALL3	27164	Pharos
ENSG00000280059			Ensembl
ENSG00000120696	KBTBD7	84078	Ensembl
ENSG00000271355			Ensembl
ENSG00000100219	XBP1	7494	HingoraniCasas
TRBV6-3	TRBV6-3	28604	Pharos
ENSG00000250723			Ensembl
ENSG00000227908			Ensembl
ENSG00000249995	ECM1P2	106481698	Ensembl
ENSG00000206679			Ensembl
Q96F44	TRIM11	81559	HopkinsGroom
ENSG00000230866	LINC02558	105372999	Ensembl
ENSG00000257096			Ensembl
ENSG00000104177	MYEF2	50804	Ensembl
ENSG00000248287	SCGB1D5P	100874258	Ensembl
CHRNA10	CHRNA10	57053	IDG
OR7E8P	OR7E8P	346708	dGene
ENSG00000068912	ERLEC1	27248	Ensembl
ENSG00000254682			Ensembl
TAX transcriptionally-activated glycoprotein 1	TNFSF4	7292	TTD
ENSG00000234589			Ensembl
TLX1	TLX1	3195	FoundationOneGenes
RPS6KB1	RPS6KB1	6198	dGene
ENSG00000172346	CSDC2	27254	Ensembl
GLA	GLA	2717	PharmGKB
ENSG00000261316	LINC01834	107985280	Ensembl
ENSG00000180712	LINC02363	728175	Ensembl
65010	SLC26A6	65010	GuideToPharmacology
ENSG00000128655	PDE11A	50940	Ensembl
ENSG00000116095	PLEKHA3	65977	Ensembl
ENSG00000204175	GPRIN2	9721	Ensembl
ENSG00000255260			Ensembl
ENSG00000264359	NEK4P2	100421734	Ensembl
ENSG00000273590	SMIM11B	102723553	Ensembl
GTF2H4	GTF2H4	2968	Pharos
CDKN6	CDK6	1021	ChemblInteractions
ENSG00000122862	SRGN	5552	Ensembl
ENSG00000264643			Ensembl
STK11	STK11	6794	Pharos
GTF2H1	GTF2H1	2965	GO
ENSG00000230215	LINC01840	100874079	Ensembl
OR2V2	OR2V2	285659	dGene
4854	NOTCH3	4854	GuideToPharmacology
RHBDL1	RHBDL1	9028	Pharos
ENSG00000153684	GOLGA8F	100132565	Ensembl
Signal transducer and activator of transcription 5			TTD
NFKBIA	NFKBIA	4792	Tempus
ENSG00000213664	RPS16P8	654170	Ensembl
ENSG00000250308	SALL4P1	100419717	Ensembl
ENSG00000134504	KCTD1	284252	Ensembl
OR14K1	OR14K1	343170	Pharos
ENSG00000238228	OR7E7P	392752	Ensembl
ENSG00000151136	BTBD11	121551	Ensembl
ENSG00000279189			Ensembl
ENSG00000252727	SCARNA11	677780	Ensembl
ENSG00000185156	MFSD6L	162387	Ensembl
ENSG00000179988	PSTK	118672	Ensembl
PTEN	PTEN	5728	Tempus
ENSG00000213536	GNG5P1	2789	Ensembl
ENSG00000278774			Ensembl
ENSG00000259142	LINC00644	101954204	Ensembl
S1PR2	S1PR2	9294	dGene
ENSG00000173540	GMPPB	29925	Ensembl
MST4	STK26	51765	dGene
Haptoglobin	HP	3240	TTD
MTAP	MTAP	4507	HumanProteinAtlas
ENSG00000241227	RN7SL553P	106480518	Ensembl
ENSG00000287706			Ensembl
Q8N5S9	CAMKK1	84254	HopkinsGroom
ENSG00000286423			Ensembl
TEX15	TEX15	56154	GO
SRD5A2L	SRD5A3	79644	ChemblInteractions
ENSG00000249098			Ensembl
ENSG00000248202	LINC02234	109729164	Ensembl
ENSG00000188076	SCGB1C1	147199	Ensembl
ENSG00000236519	LINC01424	101928689	Ensembl
ENSG00000235537			Ensembl
ENSG00000137757	CASP5	838	Ensembl
ENSG00000213089	PDCL3P5	644850	Ensembl
ENSG00000255515			Ensembl
ENSG00000199927			Ensembl
A8MYU2	KCNU1	157855	HopkinsGroom
ENSG00000203573			Ensembl
GTF3C3	GTF3C3	9330	Pharos
ENSG00000255569	TRAV1-1	28693	Ensembl
ENSG00000237068	RPL5P2	140749	Ensembl
84446	BRSK1	84446	GuideToPharmacology
ENSG00000119715	ESRRB	2103	Ensembl
ENSG00000160469	BRSK1	84446	RussLampel
MFSD2B	MFSD2B	388931	GO
ENSG00000263897	MIR4669	100616236	Ensembl
ENSG00000256576	LINC02361	100996246	Ensembl
PTPN12	PTPN12	5782	GO
CEP164	CEP164	22897	GO
PAX7	PAX7	5081	Pharos
80351	TNKS2	80351	GuideToPharmacology
CDW52	CD52	1043	ChemblInteractions
ENSG00000249115	HAUS5	23354	Ensembl
ENSG00000266714	MYO15B	80022	Ensembl
ACY3	ACY3	91703	PharmGKB
GCFC2	GCFC2	6936	Pharos
OR7D4	OR7D4	125958	dGene
ENSG00000254870	ATP6V1G2-DDX39B	100532737	Ensembl
ENSG00000099725	PRKY	5616	Ensembl
ENSG00000258484	SPESP1	246777	Ensembl
ENSG00000272223			Ensembl
NR1C2	PPARD	5467	ChemblInteractions
ENSG00000275924	MIR6807	102465976	Ensembl
ENSG00000201078	RN7SKP214	106480473	Ensembl
ENSG00000187013	LINC02875	388407	Ensembl
ENSG00000249436			Ensembl
ENSG00000202476			Ensembl
ENSG00000152430	BOLL	66037	Ensembl
ENSG00000226621			Ensembl
ENSG00000172086	KRCC1	51315	Ensembl
ENSG00000122787	AKR1D1	6718	Ensembl
ENSG00000250566	UGT2B29P	54568	Ensembl
SUPT16H	SUPT16H	11198	GO
P68371	TUBB4B	10383	HopkinsGroom
ENSG00000134248	LAMTOR5	10542	Ensembl
ENSG00000287141			Ensembl
ENSG00000278803			Ensembl
28951	TRIB2	28951	GuideToPharmacology
SRMS	SRMS	6725	DTC
ENSG00000178605	GTPBP6	8225	Ensembl
ENSG00000167562	ZNF701	55762	Ensembl
C5AR2	C5AR2	27202	GO
ENSG00000197172	MAGEA6	4105	Ensembl
ENSG00000202019			Ensembl
CAMTA1	CAMTA1	23261	CarisMolecularIntelligence
ENSG00000232925	MRPS16P2	128609	Ensembl
ENSG00000212358	RNU6-837P	106479936	Ensembl
ENSG00000213560			Ensembl
ENSG00000147050	KDM6A	7403	Ensembl
GUCA2B	GUCA2B	2981	Pharos
ENSG00000164307	ERAP1	51752	RussLampel
P03951	F11	2160	HopkinsGroom
ENSG00000115602	IL1RL1	9173	Ensembl
ENSG00000211445	GPX3	2878	Ensembl
ENSG00000229143			Ensembl
SLC4A8	SLC4A8	9498	GO
AIP	AIP	9049	NCI
ENSG00000282033			Ensembl
FMO1	FMO1	2326	PharmGKB
C-SRC	SRC	6714	TALC
ENSG00000254192			Ensembl
ENSG00000069431	ABCC9	10060	HingoraniCasas
ENSG00000230830	ARPP21-AS1	100874098	Ensembl
ENSG00000166710	B2M	567	Ensembl
ENSG00000225008			Ensembl
ENSG00000230347	CT47A8	728049	Ensembl
ENSG00000227678			Ensembl
ENSG00000266531	MIR4706	100616490	Ensembl
ENSG00000101473	ACOT8	10005	Ensembl
ENSG00000225756	DBH-AS1	138948	Ensembl
ENSG00000075426	FOSL2	2355	Ensembl
ENSG00000284664			Ensembl
ENSG00000124596	OARD1	221443	Ensembl
ENSG00000106683	LIMK1	3984	RussLampel
E2F8	E2F8	79733	Pharos
PPIA	PPIA	5478	NCI
ENSG00000217228	GSTA12P	647169	Ensembl
PSMB3P	PSMB3P1	121131	dGene
ENSG00000244630			Ensembl
ENSG00000224190			Ensembl
ENSG00000273760			Ensembl
ACOT7L			Pharos
BRSK2	BRSK2	9024	Pharos
OR2T33	OR2T33	391195	GO
ENSG00000202217	RN7SKP47	106481974	Ensembl
ENSG00000274704			Ensembl
IGHV1-18	IGHV1-18	28468	GO
Q9Y271	CYSLTR1	10800	TdgClinicalTrial
ENSG00000246379			Ensembl
Relaxin receptor 1	RXFP1	59350	TTD
SCN9A	SCN9A	6335	Pharos
NR1H4	NR1H4	9971	Pharos
ENSG00000225297			Ensembl
P49810	PSEN2	5664	TdgClinicalTrial
ENSG00000252816	RNA5SP337	100873600	Ensembl
ENSG00000158022	TRIM63	84676	Ensembl
ENSG00000284064	MIR6834	102465501	Ensembl
ENSG00000239571	IGKV2D-30	28881	Ensembl
IFNA17	IFNA17	3451	Pharos
ENSG00000276530			Ensembl
ENSG00000230306	BANF1P2	414169	Ensembl
ENSG00000135324	MRAP2	112609	Ensembl
ENSG00000218521			Ensembl
ENSG00000277701			Ensembl
ENSG00000188655	RNASE9	390443	Ensembl
ENSG00000288031			Ensembl
122042	RXFP2	122042	GuideToPharmacology
FBXO11	FBXO11	80204	Tempus
ENSG00000140538	NTRK3	4916	RussLampel
OR2D3	OR2D3	120775	GO
PAK2	PAK2	5062	Pharos
ENSG00000248881			Ensembl
ENSG00000118961	LDAH	60526	Ensembl
RFX3	RFX3	5991	GO
ENSG00000152495	CAMK4	814	RussLampel
FGF19	FGF19	9965	Oncomine
ENSG00000102195	GPR50	9248	Ensembl
ENSG00000214842	RAD51AP2	729475	Ensembl
ENSG00000236678	LINC00347	338864	Ensembl
SNX29	SNX29	92017	FoundationOneGenes
ENSG00000174130	TLR6	10333	Ensembl
ENSG00000247596	TWF2	11344	Ensembl
ENSG00000166106	ADAMTS15	170689	Ensembl
ENSG00000231105			Ensembl
ENSG00000238585			Ensembl
ENSG00000233985	LINC01681	105371609	Ensembl
OR10G2	OR10G2	26534	GO
ENSG00000222560	RNU4-43P	106481185	Ensembl
S1PR5	S1PR5	53637	GO
ENSG00000255132			Ensembl
ENSG00000243806	RPL7P18	100270852	Ensembl
KRAS	KRAS	3845	Tempus
SPSB2	SPSB2	84727	PharmGKB
ENSG00000279121			Ensembl
ENSG00000114124	GRK7	131890	HingoraniCasas
ENSG00000252983	RNU7-35P	100147822	Ensembl
ENSG00000118680	MYL12B	103910	Ensembl
ENSG00000186676	EEF1GP1	646837	Ensembl
ENSG00000287396			Ensembl
ENSG00000270755			Ensembl
ENSG00000261305			Ensembl
ENSG00000163428	LRRC58	116064	Ensembl
ENSG00000288611	NPBWR1	2831	Ensembl
PHKG1	PHKG1	5260	Pharos
Q08493	PDE4C	5143	TdgClinicalTrial
ENSG00000138131	LOXL4	84171	Ensembl
ENSG00000174279	EVX2	344191	Ensembl
ENSG00000237899			Ensembl
PCCB	PCCB	5096	Pharos
ENSG00000141449	GREB1L	80000	Ensembl
ENSG00000266306			Ensembl
ENSG00000157766	ACAN	176	Ensembl
ENSG00000284680	OR8B2	26595	Ensembl
STAT3	STAT3	6774	NCI
ENSG00000091972	CD200	4345	HingoraniCasas
ENSG00000102924	CBLN1	869	HingoraniCasas
ENSG00000231195	IFNA11P	3461	Ensembl
ENSG00000230175			Ensembl
O15350	TP73	7161	HopkinsGroom
ENSG00000184274	LINC00315	246704	Ensembl
ENSG00000257000			Ensembl
ENSG00000204778	CBWD4P	653510	Ensembl
7153	TOP2A	7153	GuideToPharmacology
HSP90AA1	HSP90AA1	3320	CancerCommons
ENSG00000258338			Ensembl
PIK3R1	PIK3R1	5295	MyCancerGenomeClinicalTrial
ENSG00000269106			Ensembl
ENSG00000218698	ST13P16	100422605	Ensembl
ENSG00000135924	DNAJB2	3300	Ensembl
ENSG00000042753	AP2S1	1175	Ensembl
ENSG00000177938	CAPZA3	93661	Ensembl
ENSG00000251632	LINC02172	105377443	Ensembl
ENSG00000215369	RPL37P3	378818	Ensembl
ENSG00000059691	GATB	5188	Ensembl
ENSG00000271284	SMIM12P1	100288503	Ensembl
P11387	TOP1	7150	TEND
ENSG00000237874			Ensembl
Q92769	HDAC2	3066	TdgClinicalTrial
ENSG00000230003			Ensembl
ENSG00000090861	AARS1	16	Ensembl
ENSG00000130724	CHMP2A	27243	Ensembl
ENSG00000154760	SLFN13	146857	Ensembl
ENSG00000221190	MIR1184-2	100422985	Ensembl
ENSG00000165973	NELL1	4745	HingoraniCasas
ENSG00000214031			Ensembl
STK4	STK4	6789	Pharos
FRK	FRK	2444	GO
ENSG00000137571	SLCO5A1	81796	RussLampel
ENSG00000125820	NKX2-2	4821	Ensembl
ENSG00000203684	IBA57-DT	574432	Ensembl
PRKCB	PRKCB	5579	GO
ENSG00000160972	PPP1R16A	84988	Ensembl
ENSG00000226773			Ensembl
ENSG00000115523	GNLY	10578	Ensembl
Q9HBH9	MKNK2	2872	HopkinsGroom
ENSG00000287851			Ensembl
ENSG00000254213	PRXL2AP2	100131252	Ensembl
ENSG00000156642	NPTN	27020	HingoraniCasas
OR5V1	OR5V1	81696	GO
Q07817	BCL2L1	598	HopkinsGroom
PSMD3	PSMD3	5709	ChemblInteractions
ENSG00000133704	IPO8	10526	Ensembl
ENSG00000164400	CSF2	1437	HingoraniCasas
ENSG00000164404	GDF9	2661	Ensembl
EG5	KIF11	3832	ChemblInteractions
BAAT	BAAT	570	HumanProteinAtlas
ENSG00000213539	YBX1P6	402375	Ensembl
ENSG00000272954			Ensembl
GPR150	GPR150	285601	IDG
ECE2	ECE2	9718	dGene
ENSG00000180662	RPL21P8	319145	Ensembl
ROCK2	ROCK2	9475	Pharos
ENSG00000271576			Ensembl
ADGRG1	ADGRG1	9289	GO
ENSG00000232493	RPL12P11	128467	Ensembl
ENSG00000170619	COMMD5	28991	Ensembl
ENSG00000163482	STK36	27148	HingoraniCasas
ENSG00000178802	MPI	4351	HingoraniCasas
ENSG00000109436	TBC1D9	23158	Ensembl
ENSG00000249492			Ensembl
ENSG00000232734	ATP5MC1P7	100130962	Ensembl
ENSG00000198563	DDX39B	7919	Ensembl
ENSG00000279693			Ensembl
IRK1	KCNJ2	3759	ChemblInteractions
ENSG00000227620	ALG1L8P	645015	Ensembl
ENSG00000180185	FAHD1	81889	Ensembl
CXCR4	CXCR4	7852	FoundationOneGenes
GCGR	GCGR	2642	ChemblInteractions
ENSG00000225400	RAB28P5	100128416	Ensembl
ENSG00000131871	SELENOS	55829	Ensembl
ENSG00000078795	PKD2L2	27039	RussLampel
CTSB	CTSB	1508	GO
838	CASP5	838	GuideToPharmacology
ENSG00000151475	SLC25A31	83447	Ensembl
ENSG00000186468	RPS23	6228	Ensembl
ENSG00000280496	SNORA17B	677824	Ensembl
ENSG00000144785			Ensembl
ENSG00000248682	ARHGAP22-IT1	100689073	Ensembl
ENSG00000137808			Ensembl
ENSG00000166446	CDYL2	124359	Ensembl
ENSG00000243546	RN7SL108P	106480950	Ensembl
ENSG00000207302			Ensembl
ENSG00000251929	RNU6-189P	106479650	Ensembl
STAT6	STAT6	6778	FoundationOneGenes
ENSG00000265483	MIR4443	100616407	Ensembl
ENSG00000154734	ADAMTS1	9510	HingoraniCasas
GCGR	GCGR	2642	DTC
ENSG00000218180	SLC25A5P7	442255	Ensembl
ENSG00000275387			Ensembl
ENSG00000204121	ECEL1P1	100131546	Ensembl
ENSG00000169347	GP2	2813	Ensembl
ENSG00000206681	RNU6-730P	106479889	Ensembl
ENSG00000226992			Ensembl
HIST1H3A	H3C1	8350	MskImpact
ENSG00000236173			Ensembl
ENSG00000074266	EED	8726	Ensembl
ENSG00000175857	GAPT	202309	Ensembl
ENSG00000213574	LDHAP5	729666	Ensembl
ENSG00000213362	FTH1P12	2504	Ensembl
CDKL3	CDKL3	51265	dGene
ENSG00000264754			Ensembl
9052	GPRC5A	9052	GuideToPharmacology
ENSG00000276058	STMN1P1	100506685	Ensembl
ENSG00000118193	KIF14	9928	Ensembl
ENSG00000196366	C9ORF163	158055	Ensembl
ENSG00000267505			Ensembl
ENSG00000288554			Ensembl
CALHM2	CALHM2	51063	Pharos
FGFR3	FGFR3	2261	DTC
8325	FZD8	8325	GuideToPharmacology
ENSG00000204694	OR11A1	26531	Ensembl
MYCN	MYCN	4613	PharmGKB
ENSG00000253197			Ensembl
HTATIP2	HTATIP2	10553	GO
ENSG00000284628			Ensembl
IFNG	IFNG	3458	NCI
ENSG00000248489	CHD1-DT	102724810	Ensembl
IGHV1OR15-9	IGHV1OR15-9	390531	GO
CASR	CASR	846	Tempus
ENSG00000024422	EHD2	30846	Ensembl
ENSG00000138109	CYP2C9	1559	RussLampel
ENSG00000287708			Ensembl
ENSG00000103254	ANTKMT	65990	Ensembl
OR8K3	OR8K3	219473	dGene
ENSG00000272150	NBPF25P	101929780	Ensembl
ENSG00000150275	PCDH15	65217	Ensembl
ENSG00000228166	MTND1P11	100873212	Ensembl
ENSG00000272583			Ensembl
ENSG00000171720	HDAC3	8841	HingoraniCasas
ENSG00000170537	TMC7	79905	Ensembl
ENSG00000285094	LINC01488	101928292	Ensembl
ENSG00000285561			Ensembl
GAST	GAST	2520	Pharos
ENSG00000183019	MCEMP1	199675	Ensembl
NR4A2	NR4A2	4929	dGene
OR13C9	OR13C9	286362	GO
ENSG00000274046			Ensembl
ENSG00000139292	LGR5	8549	RussLampel
ENSG00000250825	PGAM1P12	390643	Ensembl
ENSG00000200547			Ensembl
ENSG00000286818			Ensembl
TRIP11	TRIP11	9321	FoundationOneGenes
ENSG00000188655	RNASE9	390443	HingoraniCasas
ENSG00000182257	PRR34	55267	Ensembl
ENSG00000168038	ULK4	54986	HingoraniCasas
TTK	TTK	7272	dGene
